State,Date,Time,City,Vehicle_Type,Junction_Type,Peak_Hour,Weather_Condition,Lane_Count,Accident_Reported,Traffic_Light_Status,Day_Type,Congestion_Level,Vehicle_Count,Avg_Speed_km_h,Traffic_Situation,Road_Type
Haryana,05-01-2025,19.45,Rohtak,Auto,Crossroad,No,Fog,2,Yes,Amber,Weekend,High,430,36,Congested,Urban Road
Haryana,05-01-2025,20.00,Gurugram,Truck,Roundabout,No,Cloudy,3,No,Green,Weekend,Severe,332,32,Congested,Urban Road
Haryana,05-01-2025,20.15,Kurukshetra,Two-Wheeler,Crossroad,No,Sunny,5,No,Amber,Weekend,Low,207,40,Accident,Rural Road
Haryana,05-01-2025,20.30,Hisar,Auto,Crossroad,No,Cloudy,4,Yes,Amber,Weekend,Low,570,62,Congested,Rural Road
Haryana,05-01-2025,20.45,Gurugram,Two-Wheeler,Crossroad,No,Cloudy,6,Yes,Amber,Weekend,High,290,29,Normal,Highway
Haryana,05-01-2025,21.00,Karnal,Truck,T-Junction,No,Fog,5,No,Green,Weekend,High,91,52,Normal,Highway
Haryana,05-01-2025,21.15,Rohtak,Car,T-Junction,No,Sunny,5,Yes,Red,Weekend,Low,495,68,Accident,Urban Road
Haryana,05-01-2025,21.30,Sonipat,Truck,Crossroad,No,Rain,6,No,Amber,Weekend,Low,358,70,Congested,Rural Road
Haryana,05-01-2025,21.45,Panipat,Two-Wheeler,Crossroad,No,Cloudy,4,No,Red,Weekend,Medium,354,57,Accident,Rural Road
Haryana,05-01-2025,22.00,Sonipat,Truck,T-Junction,No,Rain,5,Yes,Red,Weekend,Low,478,37,Accident,Urban Road
Haryana,05-01-2025,22.15,Gurugram,Two-Wheeler,Roundabout,No,Cloudy,3,Yes,Red,Weekend,High,337,35,Accident,Urban Road
Haryana,05-01-2025,22.30,Kurukshetra,Bus,Roundabout,No,Fog,6,Yes,Green,Weekend,High,282,31,Accident,Rural Road
Haryana,05-01-2025,22.45,Ambala,Two-Wheeler,T-Junction,No,Sunny,2,Yes,Red,Weekend,High,86,46,Accident,Highway
Haryana,05-01-2025,23.00,Yamunanagar,Car,Crossroad,No,Fog,6,No,Amber,Weekend,High,260,41,Normal,Urban Road
Haryana,05-01-2025,23.15,Faridabad,Bus,Crossroad,No,Cloudy,4,No,Amber,Weekend,Low,552,61,Normal,Urban Road
Haryana,05-01-2025,23.30,Panipat,Bus,Roundabout,No,Clear,4,No,Green,Weekend,Severe,67,33,Congested,Urban Road
Haryana,05-01-2025,23.45,Karnal,Auto,Roundabout,No,Clear,3,No,Amber,Weekend,Medium,69,29,Normal,Urban Road
Haryana,06-01-2025,0.00,Yamunanagar,Bus,Roundabout,No,Sunny,2,Yes,Red,Weekday,High,211,38,Accident,Rural Road
Haryana,06-01-2025,0.15,Rohtak,Two-Wheeler,T-Junction,No,Clear,3,No,Red,Weekday,Severe,494,48,Normal,Urban Road
Haryana,06-01-2025,0.30,Rohtak,Bus,Crossroad,No,Rain,5,Yes,Red,Weekday,Severe,76,31,Normal,Rural Road
Haryana,06-01-2025,0.45,Hisar,Auto,Roundabout,No,Fog,3,No,Red,Weekday,Low,201,40,Normal,Rural Road
Haryana,06-01-2025,1.00,Sonipat,Bus,Crossroad,No,Rain,5,No,Green,Weekday,Severe,433,59,Congested,Urban Road
Haryana,06-01-2025,1.15,Rohtak,Auto,T-Junction,No,Rain,4,Yes,Amber,Weekday,Low,63,44,Accident,Highway
Haryana,06-01-2025,1.30,Rohtak,Truck,Roundabout,No,Fog,3,Yes,Green,Weekday,High,419,51,Accident,Urban Road
Haryana,06-01-2025,1.45,Faridabad,Car,T-Junction,No,Cloudy,3,No,Amber,Weekday,Low,567,68,Congested,Rural Road
Haryana,06-01-2025,2.00,Sonipat,Truck,Roundabout,No,Cloudy,3,No,Amber,Weekday,High,428,35,Normal,Urban Road
Haryana,06-01-2025,2.15,Hisar,Bus,Crossroad,No,Fog,4,No,Amber,Weekday,Low,582,69,Normal,Urban Road
Haryana,06-01-2025,2.30,Sonipat,Truck,T-Junction,No,Fog,3,Yes,Green,Weekday,Severe,317,28,Accident,Highway
Haryana,06-01-2025,2.45,Ambala,Auto,Crossroad,No,Sunny,3,Yes,Red,Weekday,Severe,181,28,Normal,Rural Road
Haryana,06-01-2025,3.00,Gurugram,Two-Wheeler,T-Junction,No,Fog,3,Yes,Green,Weekday,Severe,272,38,Normal,Urban Road
Haryana,06-01-2025,3.15,Kurukshetra,Car,Crossroad,No,Cloudy,3,No,Amber,Weekday,Severe,436,58,Congested,Rural Road
Haryana,06-01-2025,3.30,Kurukshetra,Auto,Roundabout,No,Rain,3,No,Red,Weekday,Severe,256,24,Congested,Urban Road
Haryana,06-01-2025,3.45,Sonipat,Truck,T-Junction,No,Sunny,3,Yes,Green,Weekday,Medium,421,63,Accident,Highway
Haryana,06-01-2025,4.00,Faridabad,Two-Wheeler,T-Junction,No,Cloudy,4,Yes,Amber,Weekday,Low,522,48,Congested,Urban Road
Haryana,06-01-2025,4.15,Hisar,Bus,Roundabout,No,Fog,4,No,Green,Weekday,Low,512,37,Congested,Highway
Haryana,06-01-2025,4.30,Faridabad,Two-Wheeler,Crossroad,No,Fog,5,Yes,Red,Weekday,Low,261,63,Accident,Urban Road
Haryana,06-01-2025,4.45,Rohtak,Bus,Crossroad,No,Fog,2,Yes,Amber,Weekday,Severe,159,27,Congested,Urban Road
Haryana,06-01-2025,5.00,Panipat,Bus,Roundabout,No,Fog,5,No,Green,Weekday,Low,106,28,Accident,Rural Road
Haryana,06-01-2025,5.15,Rohtak,Two-Wheeler,Crossroad,No,Sunny,2,No,Green,Weekday,High,117,35,Accident,Highway
Haryana,06-01-2025,5.30,Karnal,Two-Wheeler,T-Junction,No,Fog,2,No,Green,Weekday,Low,295,37,Accident,Urban Road
Haryana,06-01-2025,5.45,Ambala,Car,T-Junction,No,Sunny,3,Yes,Amber,Weekday,Low,168,54,Congested,Urban Road
Haryana,06-01-2025,6.00,Sonipat,Two-Wheeler,Crossroad,No,Fog,2,No,Amber,Weekday,Medium,350,58,Accident,Rural Road
Haryana,06-01-2025,6.15,Hisar,Truck,T-Junction,No,Rain,5,Yes,Red,Weekday,High,430,59,Normal,Urban Road
Haryana,06-01-2025,6.30,Hisar,Car,T-Junction,No,Clear,6,Yes,Red,Weekday,Medium,257,47,Normal,Rural Road
Haryana,06-01-2025,6.45,Yamunanagar,Car,Crossroad,No,Sunny,2,Yes,Amber,Weekday,Low,520,63,Normal,Highway
Haryana,06-01-2025,7.00,Rohtak,Car,Crossroad,No,Fog,3,No,Green,Weekday,Low,593,64,Normal,Rural Road
Haryana,06-01-2025,7.15,Yamunanagar,Truck,Roundabout,No,Clear,5,Yes,Red,Weekday,High,281,42,Accident,Urban Road
Haryana,06-01-2025,7.30,Panipat,Auto,Crossroad,No,Clear,6,Yes,Amber,Weekday,Medium,540,28,Normal,Highway
Haryana,06-01-2025,7.45,Yamunanagar,Auto,Roundabout,No,Clear,2,Yes,Red,Weekday,Low,453,22,Normal,Rural Road
Haryana,06-01-2025,8.00,Faridabad,Bus,Roundabout,Yes,Rain,3,Yes,Amber,Weekday,High,198,40,Normal,Rural Road
Haryana,06-01-2025,8.15,Gurugram,Auto,Roundabout,Yes,Cloudy,4,No,Green,Weekday,Medium,317,40,Normal,Urban Road
Haryana,06-01-2025,8.30,Hisar,Bus,Roundabout,Yes,Fog,5,No,Red,Weekday,High,507,37,Accident,Rural Road
Haryana,06-01-2025,8.45,Gurugram,Auto,Crossroad,Yes,Sunny,6,Yes,Amber,Weekday,Low,592,41,Congested,Highway
Haryana,06-01-2025,9.00,Panipat,Truck,Crossroad,Yes,Cloudy,4,Yes,Red,Weekday,Low,373,30,Normal,Rural Road
Haryana,06-01-2025,9.15,Faridabad,Car,T-Junction,Yes,Clear,5,Yes,Green,Weekday,Low,87,68,Congested,Highway
Haryana,06-01-2025,9.30,Kurukshetra,Car,Crossroad,Yes,Fog,5,Yes,Red,Weekday,Low,168,48,Congested,Rural Road
Haryana,06-01-2025,9.45,Karnal,Bus,T-Junction,Yes,Rain,6,Yes,Red,Weekday,Low,489,63,Normal,Urban Road
Haryana,06-01-2025,10.00,Yamunanagar,Auto,Crossroad,No,Rain,2,Yes,Red,Weekday,Low,63,65,Accident,Highway
Haryana,06-01-2025,10.15,Hisar,Auto,Crossroad,No,Cloudy,3,No,Green,Weekday,Medium,571,70,Congested,Rural Road
Haryana,06-01-2025,10.30,Rohtak,Auto,Crossroad,No,Rain,2,Yes,Green,Weekday,High,196,67,Normal,Highway
Haryana,06-01-2025,10.45,Hisar,Bus,Crossroad,No,Cloudy,2,No,Amber,Weekday,High,390,48,Congested,Rural Road
Haryana,06-01-2025,11.00,Faridabad,Car,Crossroad,No,Fog,6,Yes,Green,Weekday,Medium,125,24,Congested,Rural Road
Haryana,06-01-2025,11.15,Faridabad,Bus,T-Junction,No,Cloudy,2,No,Green,Weekday,High,66,36,Congested,Rural Road
Haryana,06-01-2025,11.30,Gurugram,Car,Roundabout,No,Sunny,2,No,Green,Weekday,Low,574,20,Accident,Highway
Haryana,06-01-2025,11.45,Panipat,Two-Wheeler,T-Junction,No,Rain,5,Yes,Red,Weekday,Low,397,50,Accident,Rural Road
Haryana,06-01-2025,12.00,Karnal,Bus,Crossroad,No,Cloudy,5,No,Amber,Weekday,Low,435,69,Congested,Urban Road
Haryana,06-01-2025,12.15,Yamunanagar,Two-Wheeler,Roundabout,No,Fog,6,Yes,Amber,Weekday,High,347,41,Congested,Highway
Haryana,06-01-2025,12.30,Ambala,Bus,T-Junction,No,Cloudy,6,No,Amber,Weekday,High,259,51,Congested,Rural Road
Haryana,06-01-2025,12.45,Yamunanagar,Auto,T-Junction,No,Cloudy,4,No,Green,Weekday,Medium,185,62,Accident,Urban Road
Haryana,06-01-2025,13.00,Kurukshetra,Auto,Crossroad,No,Fog,3,No,Red,Weekday,Severe,281,42,Normal,Highway
Haryana,06-01-2025,13.15,Kurukshetra,Car,Crossroad,No,Sunny,5,No,Red,Weekday,High,365,26,Normal,Highway
Haryana,06-01-2025,13.30,Faridabad,Bus,Roundabout,No,Rain,2,No,Amber,Weekday,High,80,29,Normal,Urban Road
Haryana,06-01-2025,13.45,Rohtak,Truck,Roundabout,No,Fog,5,No,Amber,Weekday,Low,523,69,Normal,Rural Road
Haryana,06-01-2025,14.00,Rohtak,Car,T-Junction,No,Sunny,6,Yes,Green,Weekday,Low,293,45,Normal,Rural Road
Haryana,06-01-2025,14.15,Gurugram,Two-Wheeler,T-Junction,No,Cloudy,4,Yes,Green,Weekday,Medium,281,32,Normal,Rural Road
Haryana,06-01-2025,14.30,Hisar,Truck,Crossroad,No,Rain,6,No,Amber,Weekday,Medium,548,45,Normal,Highway
Haryana,06-01-2025,14.45,Karnal,Truck,T-Junction,No,Rain,2,Yes,Red,Weekday,Medium,437,65,Accident,Highway
Haryana,06-01-2025,15.00,Karnal,Two-Wheeler,Roundabout,No,Fog,2,Yes,Green,Weekday,Severe,502,62,Congested,Urban Road
Haryana,06-01-2025,15.15,Faridabad,Two-Wheeler,Roundabout,No,Cloudy,5,Yes,Amber,Weekday,Severe,309,59,Congested,Rural Road
Haryana,06-01-2025,15.30,Sonipat,Auto,Crossroad,No,Sunny,6,No,Green,Weekday,Severe,73,23,Accident,Highway
Haryana,06-01-2025,15.45,Kurukshetra,Bus,Crossroad,No,Rain,6,No,Amber,Weekday,Medium,249,59,Normal,Highway
Haryana,06-01-2025,16.00,Sonipat,Car,Roundabout,No,Fog,6,No,Red,Weekday,Medium,408,32,Accident,Highway
Haryana,06-01-2025,16.15,Faridabad,Bus,Crossroad,No,Clear,5,Yes,Red,Weekday,Severe,66,32,Congested,Urban Road
Haryana,06-01-2025,16.30,Yamunanagar,Car,Crossroad,No,Rain,4,Yes,Green,Weekday,Severe,191,61,Congested,Rural Road
Haryana,06-01-2025,16.45,Karnal,Auto,T-Junction,No,Rain,4,Yes,Green,Weekday,High,209,37,Congested,Urban Road
Haryana,06-01-2025,17.00,Rohtak,Two-Wheeler,T-Junction,Yes,Sunny,6,No,Amber,Weekday,Severe,533,42,Congested,Highway
Haryana,06-01-2025,17.15,Gurugram,Two-Wheeler,Roundabout,Yes,Fog,4,Yes,Green,Weekday,Low,183,63,Normal,Rural Road
Haryana,06-01-2025,17.30,Rohtak,Bus,T-Junction,Yes,Rain,4,Yes,Amber,Weekday,High,79,60,Congested,Rural Road
Haryana,06-01-2025,17.45,Sonipat,Auto,Crossroad,Yes,Clear,3,Yes,Green,Weekday,Medium,376,42,Accident,Rural Road
Haryana,06-01-2025,18.00,Sonipat,Auto,Roundabout,Yes,Clear,4,No,Green,Weekday,Medium,479,48,Congested,Urban Road
Haryana,06-01-2025,18.15,Kurukshetra,Truck,Crossroad,Yes,Cloudy,5,Yes,Green,Weekday,Severe,483,38,Accident,Highway
Haryana,06-01-2025,18.30,Rohtak,Auto,Roundabout,Yes,Rain,6,Yes,Amber,Weekday,High,436,49,Congested,Urban Road
Haryana,06-01-2025,18.45,Sonipat,Truck,Roundabout,Yes,Cloudy,2,No,Green,Weekday,High,250,60,Accident,Urban Road
Haryana,06-01-2025,19.00,Faridabad,Bus,Crossroad,No,Fog,2,No,Amber,Weekday,Low,186,57,Congested,Highway
Haryana,06-01-2025,19.15,Sonipat,Bus,Roundabout,No,Rain,4,Yes,Red,Weekday,Low,529,37,Normal,Urban Road
Haryana,06-01-2025,19.30,Rohtak,Two-Wheeler,Roundabout,No,Clear,4,No,Red,Weekday,Medium,400,39,Congested,Rural Road
Haryana,06-01-2025,19.45,Faridabad,Car,Crossroad,No,Clear,6,No,Green,Weekday,Severe,496,67,Normal,Highway
Haryana,06-01-2025,20.00,Panipat,Two-Wheeler,Crossroad,No,Rain,3,No,Red,Weekday,Severe,500,64,Normal,Rural Road
Haryana,06-01-2025,20.15,Hisar,Auto,Roundabout,No,Rain,2,Yes,Amber,Weekday,High,113,59,Normal,Rural Road
Haryana,06-01-2025,20.30,Yamunanagar,Bus,Crossroad,No,Clear,3,Yes,Red,Weekday,Low,460,70,Congested,Rural Road
Haryana,06-01-2025,20.45,Kurukshetra,Car,T-Junction,No,Rain,3,No,Red,Weekday,Low,450,51,Congested,Rural Road
Haryana,06-01-2025,21.00,Yamunanagar,Two-Wheeler,Crossroad,No,Clear,5,Yes,Green,Weekday,Severe,127,34,Congested,Rural Road
Haryana,06-01-2025,21.15,Faridabad,Two-Wheeler,T-Junction,No,Clear,4,Yes,Amber,Weekday,Medium,439,24,Congested,Rural Road
Haryana,06-01-2025,21.30,Panipat,Auto,Crossroad,No,Fog,4,No,Amber,Weekday,Severe,326,42,Accident,Urban Road
Haryana,06-01-2025,21.45,Gurugram,Truck,Crossroad,No,Rain,3,Yes,Red,Weekday,High,317,46,Congested,Rural Road
Haryana,06-01-2025,22.00,Rohtak,Truck,Roundabout,No,Cloudy,3,Yes,Green,Weekday,High,481,52,Accident,Rural Road
Haryana,06-01-2025,22.15,Hisar,Truck,Crossroad,No,Rain,4,Yes,Red,Weekday,High,249,48,Congested,Urban Road
Haryana,06-01-2025,22.30,Kurukshetra,Car,T-Junction,No,Rain,5,Yes,Red,Weekday,Severe,148,33,Congested,Highway
Haryana,06-01-2025,22.45,Rohtak,Auto,T-Junction,No,Fog,3,No,Amber,Weekday,Medium,506,43,Congested,Rural Road
Haryana,06-01-2025,23.00,Kurukshetra,Two-Wheeler,Roundabout,No,Cloudy,4,Yes,Amber,Weekday,High,533,51,Accident,Rural Road
Haryana,06-01-2025,23.15,Sonipat,Car,Roundabout,No,Cloudy,6,Yes,Red,Weekday,Medium,437,40,Normal,Highway
Haryana,06-01-2025,23.30,Rohtak,Bus,T-Junction,No,Fog,5,Yes,Amber,Weekday,High,506,58,Accident,Highway
Haryana,06-01-2025,23.45,Gurugram,Two-Wheeler,Roundabout,No,Clear,6,Yes,Green,Weekday,Severe,339,32,Congested,Highway
Haryana,07-01-2025,0.00,Faridabad,Two-Wheeler,T-Junction,No,Rain,3,Yes,Red,Weekday,High,293,51,Accident,Rural Road
Haryana,07-01-2025,0.15,Hisar,Auto,Roundabout,No,Sunny,3,Yes,Green,Weekday,Medium,307,70,Accident,Rural Road
Haryana,07-01-2025,0.30,Rohtak,Bus,T-Junction,No,Sunny,4,No,Red,Weekday,Medium,538,24,Normal,Urban Road
Haryana,07-01-2025,0.45,Faridabad,Car,Crossroad,No,Sunny,4,Yes,Green,Weekday,Low,529,25,Congested,Highway
Haryana,07-01-2025,1.00,Sonipat,Two-Wheeler,Crossroad,No,Sunny,3,No,Amber,Weekday,Low,70,21,Congested,Highway
Haryana,07-01-2025,1.15,Ambala,Truck,Crossroad,No,Cloudy,5,Yes,Green,Weekday,Severe,129,31,Normal,Highway
Haryana,07-01-2025,1.30,Yamunanagar,Car,Crossroad,No,Rain,2,No,Green,Weekday,High,476,56,Normal,Rural Road
Haryana,07-01-2025,1.45,Faridabad,Truck,Roundabout,No,Clear,4,Yes,Amber,Weekday,Low,108,33,Congested,Rural Road
Haryana,07-01-2025,2.00,Panipat,Two-Wheeler,Roundabout,No,Clear,6,Yes,Amber,Weekday,Medium,330,22,Congested,Urban Road
Haryana,07-01-2025,2.15,Karnal,Two-Wheeler,Crossroad,No,Fog,2,No,Green,Weekday,Severe,280,45,Congested,Urban Road
Haryana,07-01-2025,2.30,Panipat,Auto,Crossroad,No,Cloudy,3,Yes,Green,Weekday,Low,515,44,Accident,Urban Road
Haryana,07-01-2025,2.45,Faridabad,Auto,Roundabout,No,Cloudy,5,No,Green,Weekday,Medium,396,51,Accident,Urban Road
Haryana,07-01-2025,3.00,Kurukshetra,Truck,Roundabout,No,Cloudy,6,No,Green,Weekday,Medium,426,64,Normal,Urban Road
Haryana,07-01-2025,3.15,Rohtak,Auto,Roundabout,No,Cloudy,2,No,Green,Weekday,Severe,446,43,Normal,Rural Road
Haryana,07-01-2025,3.30,Sonipat,Truck,Crossroad,No,Cloudy,6,No,Red,Weekday,High,129,31,Normal,Rural Road
Haryana,07-01-2025,3.45,Yamunanagar,Bus,T-Junction,No,Rain,4,Yes,Red,Weekday,Medium,110,23,Normal,Rural Road
Haryana,07-01-2025,4.00,Faridabad,Auto,Roundabout,No,Fog,4,Yes,Amber,Weekday,Medium,355,44,Normal,Urban Road
Haryana,07-01-2025,4.15,Karnal,Truck,Crossroad,No,Rain,5,No,Amber,Weekday,Medium,245,69,Congested,Highway
Haryana,07-01-2025,4.30,Faridabad,Bus,Crossroad,No,Rain,4,No,Green,Weekday,Severe,325,59,Congested,Urban Road
Haryana,07-01-2025,4.45,Rohtak,Two-Wheeler,Roundabout,No,Cloudy,4,Yes,Red,Weekday,Severe,515,33,Normal,Highway
Haryana,07-01-2025,5.00,Faridabad,Auto,T-Junction,No,Cloudy,6,Yes,Green,Weekday,High,60,66,Congested,Highway
Haryana,07-01-2025,5.15,Yamunanagar,Bus,T-Junction,No,Rain,6,Yes,Green,Weekday,Medium,85,47,Accident,Rural Road
Haryana,07-01-2025,5.30,Kurukshetra,Two-Wheeler,T-Junction,No,Cloudy,6,No,Amber,Weekday,Medium,338,62,Normal,Urban Road
Haryana,07-01-2025,5.45,Panipat,Bus,Crossroad,No,Cloudy,5,No,Amber,Weekday,Severe,478,69,Normal,Rural Road
Haryana,07-01-2025,6.00,Gurugram,Bus,T-Junction,No,Rain,3,No,Green,Weekday,Medium,529,34,Congested,Rural Road
Haryana,07-01-2025,6.15,Sonipat,Two-Wheeler,T-Junction,No,Sunny,4,Yes,Green,Weekday,Severe,568,49,Accident,Urban Road
Haryana,07-01-2025,6.30,Ambala,Truck,Crossroad,No,Clear,5,No,Amber,Weekday,Low,388,22,Congested,Rural Road
Haryana,07-01-2025,6.45,Kurukshetra,Two-Wheeler,Roundabout,No,Fog,4,Yes,Amber,Weekday,Medium,63,61,Accident,Urban Road
Haryana,07-01-2025,7.00,Hisar,Bus,T-Junction,No,Fog,4,No,Green,Weekday,Medium,93,30,Congested,Rural Road
Haryana,07-01-2025,7.15,Yamunanagar,Auto,Roundabout,No,Sunny,2,Yes,Red,Weekday,Severe,408,59,Congested,Urban Road
Haryana,07-01-2025,7.30,Panipat,Two-Wheeler,T-Junction,No,Fog,2,Yes,Amber,Weekday,High,368,51,Normal,Rural Road
Haryana,07-01-2025,7.45,Hisar,Truck,T-Junction,No,Fog,6,Yes,Amber,Weekday,Medium,285,57,Normal,Urban Road
Haryana,07-01-2025,8.00,Gurugram,Bus,Roundabout,Yes,Fog,2,No,Red,Weekday,Medium,540,58,Congested,Urban Road
Haryana,07-01-2025,8.15,Hisar,Truck,Roundabout,Yes,Cloudy,6,No,Red,Weekday,Severe,244,52,Normal,Urban Road
Haryana,07-01-2025,8.30,Karnal,Truck,T-Junction,Yes,Sunny,2,Yes,Amber,Weekday,High,536,22,Normal,Highway
Haryana,07-01-2025,8.45,Rohtak,Car,T-Junction,Yes,Sunny,4,Yes,Amber,Weekday,Severe,247,46,Normal,Highway
Haryana,07-01-2025,9.00,Sonipat,Bus,Crossroad,Yes,Cloudy,4,Yes,Green,Weekday,Medium,290,52,Accident,Urban Road
Haryana,07-01-2025,9.15,Kurukshetra,Auto,T-Junction,Yes,Fog,6,No,Green,Weekday,High,225,56,Accident,Rural Road
Haryana,07-01-2025,9.30,Sonipat,Car,Crossroad,Yes,Fog,5,No,Green,Weekday,High,287,20,Normal,Highway
Haryana,07-01-2025,9.45,Faridabad,Truck,Roundabout,Yes,Fog,2,Yes,Green,Weekday,High,558,58,Normal,Highway
Haryana,07-01-2025,10.00,Gurugram,Bus,Crossroad,No,Fog,4,No,Red,Weekday,Severe,128,33,Congested,Urban Road
Haryana,07-01-2025,10.15,Rohtak,Car,Roundabout,No,Sunny,2,No,Amber,Weekday,High,107,55,Normal,Highway
Haryana,07-01-2025,10.30,Kurukshetra,Car,T-Junction,No,Rain,4,No,Red,Weekday,Low,407,28,Normal,Highway
Haryana,07-01-2025,10.45,Panipat,Bus,Roundabout,No,Cloudy,3,No,Red,Weekday,Low,325,66,Congested,Highway
Haryana,07-01-2025,11.00,Sonipat,Two-Wheeler,Crossroad,No,Cloudy,6,No,Amber,Weekday,High,203,31,Congested,Urban Road
Haryana,07-01-2025,11.15,Rohtak,Two-Wheeler,T-Junction,No,Rain,2,No,Green,Weekday,High,152,22,Accident,Urban Road
Haryana,07-01-2025,11.30,Kurukshetra,Truck,Crossroad,No,Rain,3,Yes,Amber,Weekday,Medium,571,53,Congested,Rural Road
Haryana,07-01-2025,11.45,Sonipat,Bus,Roundabout,No,Rain,5,Yes,Amber,Weekday,Low,159,23,Accident,Urban Road
Haryana,07-01-2025,12.00,Hisar,Auto,Crossroad,No,Fog,6,No,Green,Weekday,Medium,215,38,Normal,Highway
Haryana,07-01-2025,12.15,Panipat,Two-Wheeler,Roundabout,No,Cloudy,2,No,Red,Weekday,Severe,567,27,Accident,Urban Road
Haryana,07-01-2025,12.30,Karnal,Car,Crossroad,No,Rain,6,Yes,Green,Weekday,Medium,375,49,Congested,Rural Road
Haryana,07-01-2025,12.45,Gurugram,Truck,Crossroad,No,Cloudy,5,Yes,Red,Weekday,Low,156,63,Congested,Rural Road
Haryana,07-01-2025,13.00,Kurukshetra,Truck,T-Junction,No,Rain,2,No,Amber,Weekday,Medium,525,49,Normal,Urban Road
Haryana,07-01-2025,13.15,Kurukshetra,Auto,Roundabout,No,Cloudy,5,Yes,Amber,Weekday,Severe,59,69,Normal,Urban Road
Haryana,07-01-2025,13.30,Hisar,Auto,Crossroad,No,Sunny,3,No,Red,Weekday,Low,220,50,Accident,Rural Road
Haryana,07-01-2025,13.45,Sonipat,Car,T-Junction,No,Cloudy,5,Yes,Amber,Weekday,Severe,352,30,Congested,Highway
Haryana,07-01-2025,14.00,Kurukshetra,Truck,T-Junction,No,Fog,3,No,Green,Weekday,Medium,460,44,Normal,Rural Road
Haryana,07-01-2025,14.15,Kurukshetra,Bus,T-Junction,No,Clear,5,Yes,Red,Weekday,Severe,165,41,Congested,Highway
Haryana,07-01-2025,14.30,Kurukshetra,Auto,Crossroad,No,Rain,5,Yes,Green,Weekday,Low,110,45,Congested,Urban Road
Haryana,07-01-2025,14.45,Gurugram,Auto,Roundabout,No,Rain,4,No,Amber,Weekday,Severe,108,61,Normal,Urban Road
Haryana,07-01-2025,15.00,Sonipat,Two-Wheeler,T-Junction,No,Clear,4,No,Green,Weekday,Low,452,43,Congested,Highway
Haryana,07-01-2025,15.15,Kurukshetra,Car,Crossroad,No,Sunny,3,Yes,Amber,Weekday,Severe,375,54,Congested,Urban Road
Haryana,07-01-2025,15.30,Panipat,Two-Wheeler,Crossroad,No,Sunny,6,Yes,Red,Weekday,Medium,373,54,Normal,Highway
Haryana,07-01-2025,15.45,Sonipat,Bus,Crossroad,No,Rain,3,Yes,Green,Weekday,Severe,414,70,Congested,Urban Road
Haryana,07-01-2025,16.00,Rohtak,Truck,T-Junction,No,Sunny,5,No,Amber,Weekday,Low,240,47,Normal,Rural Road
Haryana,07-01-2025,16.15,Panipat,Two-Wheeler,T-Junction,No,Cloudy,6,No,Green,Weekday,Severe,207,68,Normal,Rural Road
Haryana,07-01-2025,16.30,Hisar,Truck,T-Junction,No,Sunny,6,No,Green,Weekday,Medium,421,63,Congested,Rural Road
Haryana,07-01-2025,16.45,Kurukshetra,Car,Roundabout,No,Fog,3,No,Green,Weekday,Severe,536,68,Accident,Rural Road
Haryana,07-01-2025,17.00,Sonipat,Bus,Crossroad,Yes,Clear,6,Yes,Amber,Weekday,Low,487,39,Accident,Urban Road
Haryana,07-01-2025,17.15,Kurukshetra,Car,Crossroad,Yes,Fog,6,Yes,Amber,Weekday,Medium,233,37,Congested,Highway
Haryana,07-01-2025,17.30,Sonipat,Two-Wheeler,Crossroad,Yes,Rain,3,No,Red,Weekday,Medium,279,40,Congested,Urban Road
Haryana,07-01-2025,17.45,Gurugram,Auto,T-Junction,Yes,Fog,5,No,Green,Weekday,High,487,49,Normal,Highway
Haryana,07-01-2025,18.00,Kurukshetra,Car,T-Junction,Yes,Cloudy,5,Yes,Green,Weekday,Low,246,20,Accident,Urban Road
Haryana,07-01-2025,18.15,Ambala,Car,T-Junction,Yes,Clear,2,Yes,Amber,Weekday,Low,529,62,Congested,Rural Road
Haryana,07-01-2025,18.30,Faridabad,Bus,Crossroad,Yes,Cloudy,6,Yes,Green,Weekday,Medium,126,54,Congested,Highway
Haryana,07-01-2025,18.45,Faridabad,Auto,Crossroad,Yes,Clear,2,Yes,Green,Weekday,Severe,268,60,Accident,Highway
Haryana,07-01-2025,19.00,Gurugram,Auto,T-Junction,No,Rain,4,Yes,Red,Weekday,High,424,67,Congested,Highway
Haryana,07-01-2025,19.15,Gurugram,Car,Crossroad,No,Cloudy,5,No,Amber,Weekday,Low,246,41,Congested,Rural Road
Haryana,07-01-2025,19.30,Ambala,Truck,T-Junction,No,Sunny,6,Yes,Red,Weekday,High,358,59,Congested,Highway
Haryana,07-01-2025,19.45,Faridabad,Truck,T-Junction,No,Clear,2,Yes,Amber,Weekday,Severe,80,27,Normal,Highway
Haryana,07-01-2025,20.00,Panipat,Two-Wheeler,Roundabout,No,Cloudy,5,No,Amber,Weekday,High,77,70,Congested,Urban Road
Haryana,07-01-2025,20.15,Karnal,Truck,Roundabout,No,Sunny,5,No,Green,Weekday,High,217,52,Congested,Highway
Haryana,07-01-2025,20.30,Kurukshetra,Two-Wheeler,T-Junction,No,Clear,6,Yes,Red,Weekday,Low,69,53,Normal,Highway
Haryana,07-01-2025,20.45,Ambala,Car,Roundabout,No,Rain,2,Yes,Green,Weekday,High,383,52,Congested,Highway
Haryana,07-01-2025,21.00,Hisar,Bus,Roundabout,No,Fog,2,No,Green,Weekday,High,414,48,Accident,Highway
